,Country,economy,Year,GDP
658,Indonesia,IDN,YR1962,1.8419777020647
659,India,IND,YR1962,2.93112773548363
660,Iceland,ISL,YR1962,8.3147735708981
661,Hungary,HUN,YR1962,6.0999999999998
662,"Hong Kong SAR, China",HKG,YR1962,14.2910934371728
663,Honduras,HND,YR1962,5.7648460405449
664,Haiti,HTI,YR1962,7.88757589385567
665,Guyana,GUY,YR1962,1.10492580955443
666,Guinea-Bissau,GNB,YR1962,
667,Guinea,GIN,YR1962,
668,Guatemala,GTM,YR1962,3.53650126284866
669,Guam,GUM,YR1962,
670,Grenada,GRD,YR1962,
671,Greenland,GRL,YR1962,
672,Greece,GRC,YR1962,0.364810572538389
673,Gibraltar,GIB,YR1962,
674,Ghana,GHA,YR1962,4.10915860625774
675,Germany,DEU,YR1962,4.62347095715674
676,Georgia,GEO,YR1962,
677,"Gambia, The",GMB,YR1962,
678,Gabon,GAB,YR1962,7.44921159688671
679,French Polynesia,PYF,YR1962,
680,France,FRA,YR1962,6.84347002719016
681,Finland,FIN,YR1962,2.98194553610334
682,Fiji,FJI,YR1962,3.60610214585952
683,Faroe Islands,FRO,YR1962,
684,Ethiopia,ETH,YR1962,4.3260913357996
685,Eswatini,SWZ,YR1962,
686,Estonia,EST,YR1962,
687,Eritrea,ERI,YR1962,
688,Equatorial Guinea,GNQ,YR1962,
689,El Salvador,SLV,YR1962,
690,"Egypt, Arab Rep.",EGY,YR1962,3.87561672366319
691,Ecuador,ECU,YR1962,4.91914694165033
692,Dominican Republic,DOM,YR1962,17.0472409333001
693,Dominica,DMA,YR1962,
694,Djibouti,DJI,YR1962,
695,Denmark,DNK,YR1962,5.66682217271806
696,Czechia,CZE,YR1962,
697,Cyprus,CYP,YR1962,
698,Curacao,CUW,YR1962,
699,Cuba,CUB,YR1962,
700,Croatia,HRV,YR1962,
701,Cote d'Ivoire,CIV,YR1962,1.22699449007209
702,Costa Rica,CRI,YR1962,5.44239137528237
703,"Congo, Rep.",COG,YR1962,5.20230878797427
704,"Congo, Dem. Rep.",COD,YR1962,21.2006975148133
705,Comoros,COM,YR1962,
706,Colombia,COL,YR1962,5.41188961342047
707,China,CHN,YR1962,-5.57999999020275
708,Chile,CHL,YR1962,4.02668562348731
709,Channel Islands,CHI,YR1962,
710,Chad,TCD,YR1962,5.36011610893978
711,Central African Republic,CAF,YR1962,-3.71380018409685
712,Cayman Islands,CYM,YR1962,
713,Canada,CAN,YR1962,7.42783693388429
714,Cameroon,CMR,YR1962,3.04155905079301
715,Cambodia,KHM,YR1962,
716,Cabo Verde,CPV,YR1962,
717,Burundi,BDI,YR1962,9.06315793386563
718,Burkina Faso,BFA,YR1962,6.12879878024506
719,Bulgaria,BGR,YR1962,
720,Brunei Darussalam,BRN,YR1962,
721,British Virgin Islands,VGB,YR1962,
722,Brazil,BRA,YR1962,6.59999999999992
723,Botswana,BWA,YR1962,6.66666781317736
724,Bosnia and Herzegovina,BIH,YR1962,
725,Bolivia,BOL,YR1962,5.57891785897957
726,Bhutan,BTN,YR1962,
727,Bermuda,BMU,YR1962,4.46999999889448
728,Benin,BEN,YR1962,-3.42640982098587
729,Belize,BLZ,YR1962,4.89265218028385
730,Belgium,BEL,YR1962,5.21200350925596
731,Belarus,BLR,YR1962,
732,Barbados,BRB,YR1962,9.06075859876717
733,Bangladesh,BGD,YR1962,5.45303096987155
734,Bahrain,BHR,YR1962,
735,"Bahamas, The",BHS,YR1962,10.4519718945414
736,Azerbaijan,AZE,YR1962,
737,Austria,AUT,YR1962,2.64867511295267
738,Australia,AUS,YR1962,1.29425804735992
739,Aruba,ABW,YR1962,
740,Armenia,ARM,YR1962,
741,Argentina,ARG,YR1962,-0.852021521903339
742,Antigua and Barbuda,ATG,YR1962,
743,Angola,AGO,YR1962,
744,Andorra,AND,YR1962,
745,American Samoa,ASM,YR1962,
746,Algeria,DZA,YR1962,-19.685041825639
747,Albania,ALB,YR1962,
748,Afghanistan,AFG,YR1962,
749,World,WLD,YR1962,5.31900413831062
750,Upper middle income,UMC,YR1962,3.1192107193492
751,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR1962,6.01483770220443
752,Sub-Saharan Africa (excluding high income),SSA,YR1962,6.01357360449764
753,Sub-Saharan Africa,SSF,YR1962,6.01483770220442
754,South Asia (IDA & IBRD),TSA,YR1962,3.40798670461191
755,South Asia,SAS,YR1962,3.40798670461191
756,Small states,SST,YR1962,
757,Pre-demographic dividend,PRE,YR1962,6.13872020996908
758,Post-demographic dividend,PST,YR1962,5.58210481920793
759,Pacific island small states,PSS,YR1962,
760,Other small states,OSS,YR1962,
761,OECD members,OED,YR1962,5.55126782074309
762,Not classified,INX,YR1962,
763,North America,NAC,YR1962,6.19895367554435
764,Middle income,MIC,YR1962,3.30142985420099
765,Middle East & North Africa (IDA & IBRD countries),TMN,YR1962,2.30544272497568
766,Middle East & North Africa (excluding high income),MNA,YR1962,2.30544272497568
767,Middle East & North Africa,MEA,YR1962,5.35400988450583
768,Lower middle income,LMC,YR1962,3.78831619883321
769,Low income,LIC,YR1962,
770,Low & middle income,LMY,YR1962,3.58641698270692
771,Least developed countries: UN classification,LDC,YR1962,7.49728178074385
772,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR1962,4.19821803703995
773,Latin America & Caribbean (excluding high income),LAC,YR1962,4.34556329707294
774,Latin America & Caribbean,LCN,YR1962,4.31200967469732
775,Late-demographic dividend,LTE,YR1962,2.94459345025049
776,IDA total,IDA,YR1962,5.93740107327163
777,IDA only,IDX,YR1962,7.15457367562296
778,IDA blend,IDB,YR1962,4.36386046413695
779,IDA & IBRD total,IBT,YR1962,3.54866592162119
780,IBRD only,IBD,YR1962,3.10502531814349
781,High income,HIC,YR1962,5.60605490282158
782,Heavily indebted poor countries (HIPC),HPC,YR1962,7.24482590240849
783,Fragile and conflict affected situations,FCS,YR1962,7.89120581808547
784,European Union,EUU,YR1962,5.69495649773617
785,Europe & Central Asia (IDA & IBRD countries),TEC,YR1962,
786,Europe & Central Asia (excluding high income),ECA,YR1962,
787,Europe & Central Asia,ECS,YR1962,4.70388946493681
788,Euro area,EMU,YR1962,5.76093249168959
789,East Asia & Pacific (IDA & IBRD countries),TEA,YR1962,-0.640292703618314
790,East Asia & Pacific (excluding high income),EAP,YR1962,-0.640292703618329
791,East Asia & Pacific,EAS,YR1962,5.44987997342332
792,Early-demographic dividend,EAR,YR1962,4.01130264405086
793,Central Europe and the Baltics,CEB,YR1962,
794,Caribbean small states,CSS,YR1962,6.68795363638046
795,Arab World,ARB,YR1962,
796,Africa Western and Central,AFW,YR1962,3.70764332803346
797,Africa Eastern and Southern,AFE,YR1962,7.8680125100649
798,Zimbabwe,ZWE,YR1963,6.24434450790498
799,Zambia,ZMB,YR1963,3.27239289272524
800,"Yemen, Rep.",YEM,YR1963,
801,West Bank and Gaza,PSE,YR1963,
802,Virgin Islands (U.S.),VIR,YR1963,
803,Viet Nam,VNM,YR1963,
804,"Venezuela, RB",VEN,YR1963,3.90095116381816
805,Vanuatu,VUT,YR1963,
806,Uzbekistan,UZB,YR1963,
807,Uruguay,URY,YR1963,0.170458855734793
808,United States,USA,YR1963,4.39999999999989
809,United Kingdom,GBR,YR1963,4.8595452081219
810,United Arab Emirates,ARE,YR1963,
811,Ukraine,UKR,YR1963,
812,Uganda,UGA,YR1963,
813,Tuvalu,TUV,YR1963,
814,Turks and Caicos Islands,TCA,YR1963,
815,Turkmenistan,TKM,YR1963,
816,Turkiye,TUR,YR1963,9.06630555240875
817,Tunisia,TUN,YR1963,-10.7339947136112
818,Trinidad and Tobago,TTO,YR1963,5.60459724643465
819,Tonga,TON,YR1963,
820,Togo,TGO,YR1963,4.99969427084747
821,Timor-Leste,TLS,YR1963,
822,Thailand,THA,YR1963,7.99983078698784
823,Tanzania,TZA,YR1963,6.26000305957992
824,Tajikistan,TJK,YR1963,
825,Syrian Arab Republic,SYR,YR1963,-8.6527466722076
826,Switzerland,CHE,YR1963,4.87919908861329
827,Sweden,SWE,YR1963,5.32793379542349
828,Suriname,SUR,YR1963,5.60000000041359
829,Sudan,SDN,YR1963,-2.84697168071524
830,St. Vincent and the Grenadines,VCT,YR1963,-6.26533852648464
831,St. Martin (French part),MAF,YR1963,
832,St. Lucia,LCA,YR1963,
833,St. Kitts and Nevis,KNA,YR1963,
834,Sri Lanka,LKA,YR1963,2.51674859426939
835,Spain,ESP,YR1963,9.59649887419805
836,South Sudan,SSD,YR1963,
837,South Africa,ZAF,YR1963,7.37370924877223
838,Somalia,SOM,YR1963,2.80880257009395
839,Solomon Islands,SLB,YR1963,
840,Slovenia,SVN,YR1963,
841,Slovak Republic,SVK,YR1963,
842,Sint Maarten (Dutch part),SXM,YR1963,
843,Singapore,SGP,YR1963,10.0401733131415
844,Sierra Leone,SLE,YR1963,1.69971517292269
845,Seychelles,SYC,YR1963,10.1356029582133
846,Serbia,SRB,YR1963,
847,Senegal,SEN,YR1963,1.86447856929158
848,Saudi Arabia,SAU,YR1963,8.69610923594477
849,Sao Tome and Principe,STP,YR1963,
850,San Marino,SMR,YR1963,
851,Samoa,WSM,YR1963,
852,Rwanda,RWA,YR1963,-9.82044441326354
853,Russian Federation,RUS,YR1963,
854,Romania,ROU,YR1963,
855,Qatar,QAT,YR1963,
856,Puerto Rico,PRI,YR1963,8.65104701177735
857,Portugal,PRT,YR1963,5.87370211616314
858,Poland,POL,YR1963,
859,Philippines,PHL,YR1963,7.01626518416583
860,Peru,PER,YR1963,4.32824981844591
861,Paraguay,PRY,YR1963,4.71029133985073
862,Papua New Guinea,PNG,YR1963,4.07252177058631
863,Panama,PAN,YR1963,8.53878879939801
864,Palau,PLW,YR1963,
865,Pakistan,PAK,YR1963,8.68883151825327
866,Oman,OMN,YR1963,
867,Norway,NOR,YR1963,3.78504308366048
868,Northern Mariana Islands,MNP,YR1963,
869,North Macedonia,MKD,YR1963,
870,Nigeria,NGA,YR1963,8.57861891529707
871,Niger,NER,YR1963,9.42822932000833
872,Nicaragua,NIC,YR1963,10.8654792457821
873,New Zealand,NZL,YR1963,6.10211735868668
874,New Caledonia,NCL,YR1963,
875,Netherlands,NLD,YR1963,3.62462153047358
876,Nepal,NPL,YR1963,1.89511164481911
877,Nauru,NRU,YR1963,
878,Namibia,NAM,YR1963,
879,Myanmar,MMR,YR1963,13.3492949251414
880,Mozambique,MOZ,YR1963,
881,Morocco,MAR,YR1963,
882,Montenegro,MNE,YR1963,
883,Mongolia,MNG,YR1963,
884,Monaco,MCO,YR1963,
885,Moldova,MDA,YR1963,
886,"Micronesia, Fed. Sts.",FSM,YR1963,
887,Mexico,MEX,YR1963,8.10688692762891
888,Mauritius,MUS,YR1963,13.8945256146789
889,Mauritania,MRT,YR1963,-1.98376757520109
890,Marshall Islands,MHL,YR1963,
891,Malta,MLT,YR1963,
892,Mali,MLI,YR1963,
893,Maldives,MDV,YR1963,
894,Malaysia,MYS,YR1963,7.33880352682334
895,Malawi,MWI,YR1963,-1.39107851799612
896,Madagascar,MDG,YR1963,-0.929401622790394
897,"Macao SAR, China",MAC,YR1963,
898,Luxembourg,LUX,YR1963,3.43910854038505
899,Lithuania,LTU,YR1963,
900,Liechtenstein,LIE,YR1963,
901,Libya,LBY,YR1963,35.0203767305408
902,Liberia,LBR,YR1963,2.27446063729673
903,Lesotho,LSO,YR1963,10.6150699948945
904,Lebanon,LBN,YR1963,
905,Latvia,LVA,YR1963,
906,Lao PDR,LAO,YR1963,
907,Kyrgyz Republic,KGZ,YR1963,
908,Kuwait,KWT,YR1963,
909,Kosovo,XKX,YR1963,
910,"Korea, Rep.",KOR,YR1963,9.02056828279763
911,"Korea, Dem. People's Rep.",PRK,YR1963,
912,Kiribati,KIR,YR1963,
913,Kenya,KEN,YR1963,8.77834021621184
914,Kazakhstan,KAZ,YR1963,
915,Jordan,JOR,YR1963,
916,Japan,JPN,YR1963,8.47364238279388
917,Jamaica,JAM,YR1963,
918,Italy,ITA,YR1963,5.60972797819839
919,Israel,ISR,YR1963,10.6957231497208
920,Isle of Man,IMN,YR1963,
921,Ireland,IRL,YR1963,4.7446342195896
922,Iraq,IRQ,YR1963,2.44770235046776
923,"Iran, Islamic Rep.",IRN,YR1963,7.04207522912898
924,Indonesia,IDN,YR1963,-2.23702998433022
925,India,IND,YR1963,5.99435326188559
926,Iceland,ISL,YR1963,10.2810143934204
927,Hungary,HUN,YR1963,5.69999999999997
928,"Hong Kong SAR, China",HKG,YR1963,15.7633370029008
929,Honduras,HND,YR1963,3.58043670755038
930,Haiti,HTI,YR1963,-1.89279255057041
931,Guyana,GUY,YR1963,-12.2786572607531
932,Guinea-Bissau,GNB,YR1963,
933,Guinea,GIN,YR1963,
934,Guatemala,GTM,YR1963,9.54104393054875
935,Guam,GUM,YR1963,
936,Grenada,GRD,YR1963,
937,Greenland,GRL,YR1963,
938,Greece,GRC,YR1963,11.8448669759718
939,Gibraltar,GIB,YR1963,
940,Ghana,GHA,YR1963,4.40597419943647
941,Germany,DEU,YR1963,2.73529640413557
942,Georgia,GEO,YR1963,
943,"Gambia, The",GMB,YR1963,
944,Gabon,GAB,YR1963,6.09243528403599
945,French Polynesia,PYF,YR1963,
946,France,FRA,YR1963,6.23367991294046
947,Finland,FIN,YR1963,3.28509963570328
948,Fiji,FJI,YR1963,6.3587719682761
949,Faroe Islands,FRO,YR1963,
950,Ethiopia,ETH,YR1963,4.51863392642512
951,Eswatini,SWZ,YR1963,
952,Estonia,EST,YR1963,
953,Eritrea,ERI,YR1963,
954,Equatorial Guinea,GNQ,YR1963,
955,El Salvador,SLV,YR1963,
956,"Egypt, Arab Rep.",EGY,YR1963,10.5180926175286
957,Ecuador,ECU,YR1963,2.10636824681157
958,Dominican Republic,DOM,YR1963,6.50290263397363
959,Dominica,DMA,YR1963,
960,Djibouti,DJI,YR1963,
961,Denmark,DNK,YR1963,0.637021234202393
962,Czechia,CZE,YR1963,
963,Cyprus,CYP,YR1963,
964,Curacao,CUW,YR1963,
965,Cuba,CUB,YR1963,
966,Croatia,HRV,YR1963,
967,Cote d'Ivoire,CIV,YR1963,14.490355865667
968,Costa Rica,CRI,YR1963,6.89892344200918
969,"Congo, Rep.",COG,YR1963,-4.02930039798804
970,"Congo, Dem. Rep.",COD,YR1963,5.213990134349
971,Comoros,COM,YR1963,
972,Colombia,COL,YR1963,3.28670755407101
973,China,CHN,YR1963,10.2999999964786
974,Chile,CHL,YR1963,5.84014013990728
975,Channel Islands,CHI,YR1963,
976,Chad,TCD,YR1963,-1.59945401520805
977,Central African Republic,CAF,YR1963,-0.707010752236329
978,Cayman Islands,CYM,YR1963,
979,Canada,CAN,YR1963,5.29744024171539
980,Cameroon,CMR,YR1963,3.74255032074073
981,Cambodia,KHM,YR1963,
982,Cabo Verde,CPV,YR1963,
983,Burundi,BDI,YR1963,4.13540742185575
984,Burkina Faso,BFA,YR1963,-1.26801637269189
985,Bulgaria,BGR,YR1963,
986,Brunei Darussalam,BRN,YR1963,
987,British Virgin Islands,VGB,YR1963,
988,Brazil,BRA,YR1963,0.600000000000065
989,Botswana,BWA,YR1963,5.92104509665194
990,Bosnia and Herzegovina,BIH,YR1963,
991,Bolivia,BOL,YR1963,6.79762577697274
992,Bhutan,BTN,YR1963,
993,Bermuda,BMU,YR1963,1.07000000036732
994,Benin,BEN,YR1963,4.7300279709188
995,Belize,BLZ,YR1963,4.95643419491631
996,Belgium,BEL,YR1963,4.35158428167041
997,Belarus,BLR,YR1963,
998,Barbados,BRB,YR1963,-5.07842107458585
999,Bangladesh,BGD,YR1963,-0.45589428993874
1000,Bahrain,BHR,YR1963,
1001,"Bahamas, The",BHS,YR1963,10.5240552018016
1002,Azerbaijan,AZE,YR1963,
1003,Austria,AUT,YR1963,4.13826758157032
1004,Australia,AUS,YR1963,6.21636417770918
1005,Aruba,ABW,YR1963,
1006,Armenia,ARM,YR1963,
1007,Argentina,ARG,YR1963,-5.30819682539126
1008,Antigua and Barbuda,ATG,YR1963,
1009,Angola,AGO,YR1963,
1010,Andorra,AND,YR1963,
1011,American Samoa,ASM,YR1963,
1012,Algeria,DZA,YR1963,34.3137287802884
1013,Albania,ALB,YR1963,
1014,Afghanistan,AFG,YR1963,
1015,World,WLD,YR1963,5.01876407006563
1016,Upper middle income,UMC,YR1963,4.49026412352971
1017,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR1963,6.28281585883302
1018,Sub-Saharan Africa (excluding high income),SSA,YR1963,6.28073529896822
1019,Sub-Saharan Africa,SSF,YR1963,6.28281585883299
1020,South Asia (IDA & IBRD),TSA,YR1963,5.29132884596717
1021,South Asia,SAS,YR1963,5.29132884596717
1022,Small states,SST,YR1963,
1023,Pre-demographic dividend,PRE,YR1963,5.8185465240995
1024,Post-demographic dividend,PST,YR1963,5.01422768952196
1025,Pacific island small states,PSS,YR1963,
1026,Other small states,OSS,YR1963,
1027,OECD members,OED,YR1963,5.09205772799106
1028,Not classified,INX,YR1963,
1029,North America,NAC,YR1963,4.46664969984047
1030,Middle income,MIC,YR1963,4.93276191291973
1031,Middle East & North Africa (IDA & IBRD countries),TMN,YR1963,11.6524150185525
1032,Middle East & North Africa (excluding high income),MNA,YR1963,11.6524150185525
1033,Middle East & North Africa,MEA,YR1963,10.8320603900369
1034,Lower middle income,LMC,YR1963,6.10748589067167
1035,Low income,LIC,YR1963,
1036,Low & middle income,LMY,YR1963,4.80623894284651
1037,Least developed countries: UN classification,LDC,YR1963,2.04314859181547
1038,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR1963,1.896672240648
1039,Latin America & Caribbean (excluding high income),LAC,YR1963,1.75931819485639
1040,Latin America & Caribbean,LCN,YR1963,2.08505411666681
1041,Late-demographic dividend,LTE,YR1963,4.1284620174701
1042,IDA total,IDA,YR1963,4.87705482541307
1043,IDA only,IDX,YR1963,2.55280996547673
1044,IDA blend,IDB,YR1963,7.96214770760541
1045,IDA & IBRD total,IBT,YR1963,4.75922269290638
1046,IBRD only,IBD,YR1963,4.73673750581504
1047,High income,HIC,YR1963,5.05330133120667
1048,Heavily indebted poor countries (HIPC),HPC,YR1963,3.40069732777121
1049,Fragile and conflict affected situations,FCS,YR1963,6.46969716956288
1050,European Union,EUU,YR1963,4.80773516641413
1051,Europe & Central Asia (IDA & IBRD countries),TEC,YR1963,
1052,Europe & Central Asia (excluding high income),ECA,YR1963,
1053,Europe & Central Asia,ECS,YR1963,4.87832627057358
1054,Euro area,EMU,YR1963,4.90900359231607
1055,East Asia & Pacific (IDA & IBRD countries),TEA,YR1963,6.43942142699068
1056,East Asia & Pacific (excluding high income),EAP,YR1963,6.43942142699068
1057,East Asia & Pacific,EAS,YR1963,7.7639077926339
1058,Early-demographic dividend,EAR,YR1963,5.3099554332273
1059,Central Europe and the Baltics,CEB,YR1963,
1060,Caribbean small states,CSS,YR1963,0.674377484559116
1061,Arab World,ARB,YR1963,
1062,Africa Western and Central,AFW,YR1963,7.14578445653302
1063,Africa Eastern and Southern,AFE,YR1963,5.61640005936856
1064,Zimbabwe,ZWE,YR1964,-1.10617185944358
1065,Zambia,ZMB,YR1964,12.2140480179323
1066,"Yemen, Rep.",YEM,YR1964,
1067,West Bank and Gaza,PSE,YR1964,
1068,Virgin Islands (U.S.),VIR,YR1964,
1069,Viet Nam,VNM,YR1964,
1070,"Venezuela, RB",VEN,YR1964,11.1293452932625
1071,Vanuatu,VUT,YR1964,
1072,Uzbekistan,UZB,YR1964,
1073,Uruguay,URY,YR1964,2.44052077893583
1074,United States,USA,YR1964,5.80000000000027
1075,United Kingdom,GBR,YR1964,5.59481102051606
1076,United Arab Emirates,ARE,YR1964,
1077,Ukraine,UKR,YR1964,
1078,Uganda,UGA,YR1964,
1079,Tuvalu,TUV,YR1964,
1080,Turks and Caicos Islands,TCA,YR1964,
1081,Turkmenistan,TKM,YR1964,
1082,Turkiye,TUR,YR1964,5.45905679838097
1083,Tunisia,TUN,YR1964,-4.67594985374957
1084,Trinidad and Tobago,TTO,YR1964,7.63049977210248
1085,Tonga,TON,YR1964,
1086,Togo,TGO,YR1964,14.286011263053
1087,Timor-Leste,TLS,YR1964,
1088,Thailand,THA,YR1964,6.83099614370542
1089,Tanzania,TZA,YR1964,5.51115870033443
1090,Tajikistan,TJK,YR1964,
1091,Syrian Arab Republic,SYR,YR1964,9.2713638022407
1092,Switzerland,CHE,YR1964,5.2563507861986
1093,Sweden,SWE,YR1964,6.82116453705399
1094,Suriname,SUR,YR1964,6.49999999926565
1095,Sudan,SDN,YR1964,-1.1204491178589
1096,St. Vincent and the Grenadines,VCT,YR1964,3.66972556461145
1097,St. Martin (French part),MAF,YR1964,
1098,St. Lucia,LCA,YR1964,
1099,St. Kitts and Nevis,KNA,YR1964,
1100,Sri Lanka,LKA,YR1964,3.90643383679523
1101,Spain,ESP,YR1964,5.30851024557082
1102,South Sudan,SSD,YR1964,
1103,South Africa,ZAF,YR1964,7.93960864480677
1104,Somalia,SOM,YR1964,-6.11062333034253
1105,Solomon Islands,SLB,YR1964,
1106,Slovenia,SVN,YR1964,
1107,Slovak Republic,SVK,YR1964,
1108,Sint Maarten (Dutch part),SXM,YR1964,
1109,Singapore,SGP,YR1964,-3.10316815597076
1110,Sierra Leone,SLE,YR1964,6.68523879052584
1111,Seychelles,SYC,YR1964,5.91924645614034
1112,Serbia,SRB,YR1964,
1113,Senegal,SEN,YR1964,3.88392710164631
1114,Saudi Arabia,SAU,YR1964,8.77678436346115
1115,Sao Tome and Principe,STP,YR1964,
1116,San Marino,SMR,YR1964,
1117,Samoa,WSM,YR1964,
1118,Rwanda,RWA,YR1964,-12.4649926826697
1119,Russian Federation,RUS,YR1964,
1120,Romania,ROU,YR1964,
1121,Qatar,QAT,YR1964,
1122,Puerto Rico,PRI,YR1964,7.06092371941381
1123,Portugal,PRT,YR1964,6.31074738257477
1124,Poland,POL,YR1964,
1125,Philippines,PHL,YR1964,3.40249443571273
1126,Peru,PER,YR1964,6.54786765047102
1127,Paraguay,PRY,YR1964,4.21247735945683
1128,Papua New Guinea,PNG,YR1964,8.57028152886213
1129,Panama,PAN,YR1964,4.43213036829087
1130,Palau,PLW,YR1964,
1131,Pakistan,PAK,YR1964,7.56975744905726
1132,Oman,OMN,YR1964,
1133,Norway,NOR,YR1964,5.00965098662387
1134,Northern Mariana Islands,MNP,YR1964,
1135,North Macedonia,MKD,YR1964,
1136,Nigeria,NGA,YR1964,4.95048866604155
1137,Niger,NER,YR1964,0.131039891085265
1138,Nicaragua,NIC,YR1964,11.6984790301544
1139,New Zealand,NZL,YR1964,6.10328462223231
1140,New Caledonia,NCL,YR1964,
1141,Netherlands,NLD,YR1964,8.27490393060459
1142,Nepal,NPL,YR1964,7.53244855273164
1143,Nauru,NRU,YR1964,
1144,Namibia,NAM,YR1964,
1145,Myanmar,MMR,YR1964,-5.89401883964511
1146,Mozambique,MOZ,YR1964,
1147,Morocco,MAR,YR1964,
1148,Montenegro,MNE,YR1964,
1149,Mongolia,MNG,YR1964,
1150,Monaco,MCO,YR1964,
1151,Moldova,MDA,YR1964,
1152,"Micronesia, Fed. Sts.",FSM,YR1964,
1153,Mexico,MEX,YR1964,11.9054807657771
1154,Mauritius,MUS,YR1964,-6.88949299330942
1155,Mauritania,MRT,YR1964,27.6908863519324
1156,Marshall Islands,MHL,YR1964,
1157,Malta,MLT,YR1964,
1158,Mali,MLI,YR1964,
1159,Maldives,MDV,YR1964,
1160,Malaysia,MYS,YR1964,5.35896290971056
1161,Malawi,MWI,YR1964,2.66110326795943
1162,Madagascar,MDG,YR1964,3.96251884651457
1163,"Macao SAR, China",MAC,YR1964,
1164,Luxembourg,LUX,YR1964,7.86582881901576
1165,Lithuania,LTU,YR1964,
1166,Liechtenstein,LIE,YR1964,
1167,Libya,LBY,YR1964,45.0716938086067
1168,Liberia,LBR,YR1964,5.15196132373894
1169,Lesotho,LSO,YR1964,8.25111812361274
1170,Lebanon,LBN,YR1964,
1171,Latvia,LVA,YR1964,
1172,Lao PDR,LAO,YR1964,
1173,Kyrgyz Republic,KGZ,YR1964,
1174,Kuwait,KWT,YR1964,
1175,Kosovo,XKX,YR1964,
1176,"Korea, Rep.",KOR,YR1964,9.47382471805444
1177,"Korea, Dem. People's Rep.",PRK,YR1964,
1178,Kiribati,KIR,YR1964,
1179,Kenya,KEN,YR1964,4.96446728844091
1180,Kazakhstan,KAZ,YR1964,
1181,Jordan,JOR,YR1964,
1182,Japan,JPN,YR1964,11.6767081963981
1183,Jamaica,JAM,YR1964,
1184,Italy,ITA,YR1964,2.79770227911496
1185,Israel,ISR,YR1964,7.93718642275181
1186,Isle of Man,IMN,YR1964,
1187,Ireland,IRL,YR1964,3.785961551154
1188,Iraq,IRQ,YR1964,14.8265142723779
1189,"Iran, Islamic Rep.",IRN,YR1964,8.4752282487852
1190,Indonesia,IDN,YR1964,3.52969814847717
1191,India,IND,YR1964,7.45295012250209
1192,Iceland,ISL,YR1964,9.88191423244247
1193,Hungary,HUN,YR1964,4.70000000000019
1194,"Hong Kong SAR, China",HKG,YR1964,8.62810972900934
1195,Honduras,HND,YR1964,5.41664557116319
1196,Haiti,HTI,YR1964,-1.64735736887533
1197,Guyana,GUY,YR1964,11.3602823799386
1198,Guinea-Bissau,GNB,YR1964,
1199,Guinea,GIN,YR1964,
1200,Guatemala,GTM,YR1964,4.63299243190491
1201,Guam,GUM,YR1964,
1202,Grenada,GRD,YR1964,
1203,Greenland,GRL,YR1964,
1204,Greece,GRC,YR1964,9.40967772700434
1205,Gibraltar,GIB,YR1964,
1206,Ghana,GHA,YR1964,2.20932750184639
1207,Germany,DEU,YR1964,6.63946990966851
1208,Georgia,GEO,YR1964,
1209,"Gambia, The",GMB,YR1964,
1210,Gabon,GAB,YR1964,4.55445363440386
1211,French Polynesia,PYF,YR1964,
1212,France,FRA,YR1964,6.65209952665948
1213,Finland,FIN,YR1964,5.23868659789332
1214,Fiji,FJI,YR1964,4.87728073334799
1215,Faroe Islands,FRO,YR1964,
1216,Ethiopia,ETH,YR1964,4.09048561086951
1217,Eswatini,SWZ,YR1964,
1218,Estonia,EST,YR1964,
1219,Eritrea,ERI,YR1964,
1220,Equatorial Guinea,GNQ,YR1964,
1221,El Salvador,SLV,YR1964,
1222,"Egypt, Arab Rep.",EGY,YR1964,11.5075774740906
1223,Ecuador,ECU,YR1964,7.40724536151572
1224,Dominican Republic,DOM,YR1964,6.76486511640712
1225,Dominica,DMA,YR1964,
1226,Djibouti,DJI,YR1964,
1227,Denmark,DNK,YR1964,9.26993821451785
1228,Czechia,CZE,YR1964,
1229,Cyprus,CYP,YR1964,
1230,Curacao,CUW,YR1964,
1231,Cuba,CUB,YR1964,
1232,Croatia,HRV,YR1964,
1233,Cote d'Ivoire,CIV,YR1964,17.6130878299454
1234,Costa Rica,CRI,YR1964,3.65904831414015
1235,"Congo, Rep.",COG,YR1964,3.81679626842326
1236,"Congo, Dem. Rep.",COD,YR1964,-2.44022356449149
1237,Comoros,COM,YR1964,
1238,Colombia,COL,YR1964,6.16694132350723
1239,China,CHN,YR1964,18.1799999937239
1240,Chile,CHL,YR1964,2.55722053848815
1241,Channel Islands,CHI,YR1964,
1242,Chad,TCD,YR1964,-2.5109396034681
1243,Central African Republic,CAF,YR1964,2.08032459940857
1244,Cayman Islands,CYM,YR1964,
1245,Canada,CAN,YR1964,6.65599974032362
